Territorio,CEDI,Subcanal,Tamaño Industria,Codigo Cliente,Ventas Promedio,Espacio Total m2,Racks Actuales,Deuda
Norte,3308,Abarrotes,MEDIANO,500368732,190.74,28,2,111
Norte,3308,Abarrotes,PEQUEÑO,500366205,185.03,0,2,168
Norte,3308,Abarrotes,PEQUEÑO,500367310,235.04,27,1,167
Norte,3308,Abarrotes,PEQUEÑO,500367627,449.56,0,2,162
Norte,3308,Abarrotes,PEQUEÑO,500364600,437.04,0,2,15
Norte,3308,Abarrotes,PEQUEÑO,500365347,256.78,18,2,52
Norte,3308,Abarrotes,MEDIANO,500367419,352.24,24,3,195
Norte,3308,Abarrotes,GRANDE,500367566,454.27,128,2,166
Norte,3308,Abarrotes,PEQUEÑO,500367952,230.59,0,1,39
Norte,3308,Abarrotes,MEDIANO,500368042,585.17,48,2,155
Norte,3308,Abarrotes,PEQUEÑO,500369936,202.37,0,2,137
Norte,3308,Abarrotes,MEDIANO,500584810,618.92,60,2,152
Norte,3308,Abarrotes,GRANDE,500369795,1140.13,25,1,102
Norte,3308,Abarrotes,GRANDE,500370330,691.65,24,4,153
Norte,3310,Abarrotes,MEDIANO,500364596,446.29,0,3,71
Norte,3308,Abarrotes,MEDIANO,500366364,487.66,48,1,88
Norte,3308,Abarrotes,PEQUEÑO,500364598,345.99,0,4,149
Norte,3308,Abarrotes,PEQUEÑO,510151667,197.47,0,0,123
Norte,3308,Abarrotes,PEQUEÑO,500367779,294.12,30,3,107
Norte,3308,Abarrotes,PEQUEÑO,500370281,218.05,16,2,189
Norte,3308,Abarrotes,MEDIANO,500386829,361.11,32,2,158
Norte,3308,Abarrotes,MEDIANO,500387958,462.04,16,2,148
Norte,3308,Abarrotes,MEDIANO,500388135,223.52,24,2,185
Norte,3308,Abarrotes,MEDIANO,510151504,544.45,25,0,103
Norte,3308,Abarrotes,PEQUEÑO,500366162,221.34,30,2,71
Norte,3308,Abarrotes,GRANDE,500369886,664.65,43,4,61
Norte,3308,Abarrotes,GRANDE,510151833,993.62,56,0,89
Norte,3308,Abarrotes,GRANDE,500368007,331.03,49,2,194
Norte,3308,Abarrotes,MEDIANO,500369938,288.79,40,3,161
Norte,3308,Abarrotes,PEQUEÑO,500370370,243.23,0,2,38
Norte,3308,Abarrotes,PEQUEÑO,500369274,200.15,38,0,112
Norte,3308,Abarrotes,PEQUEÑO,500370723,314.06,0,2,187
Norte,3308,Abarrotes,MEDIANO,500387972,440.05,20,3,142
Norte,3308,Abarrotes,GRANDE,500365138,426.49,0,2,91
Norte,3308,Abarrotes,GRANDE,500365722,47.93,192,0,65
Norte,3308,Abarrotes,PEQUEÑO,500367981,526.2,28,1,81
Norte,3308,Abarrotes,PEQUEÑO,500366954,232.12,0,1,66
Norte,3308,Abarrotes,MEDIANO,500370097,495.1,45,2,113
Norte,3308,Abarrotes,PEQUEÑO,510390066,305.19,96,0,33
Norte,3308,Abarrotes,MEDIANO,500371405,179.66,30,2,27
Norte,3308,Abarrotes,PEQUEÑO,500365935,230.61,0,2,34
Norte,3308,Abarrotes,PEQUEÑO,500366979,322.05,0,1,168
Norte,3308,Abarrotes,MEDIANO,500367817,141.35,48,2,82
Norte,3308,Abarrotes,MEDIANO,500367528,399.09,0,3,91
Norte,3308,Abarrotes,PEQUEÑO,500370864,79.36,24,1,78
Norte,3308,Abarrotes,PEQUEÑO,500365682,237.13,20,2,36
Norte,3308,Abarrotes,PEQUEÑO,500387567,282.75,12,2,147
Norte,3310,Abarrotes,PEQUEÑO,510355692,291.58,12,0,91
Norte,3308,Abarrotes,MEDIANO,500386973,512.12,0,1,15
Norte,3308,Abarrotes,GRANDE,500367170,791.36,0,3,124
Norte,3308,Abarrotes,PEQUEÑO,500368447,384.57,0,2,118
Norte,3308,Abarrotes,PEQUEÑO,500365231,206.13,0,1,142
Norte,3308,Abarrotes,GRANDE,500366908,844.37,20,2,138
Norte,3308,Abarrotes,PEQUEÑO,500370913,105.96,0,2,76
Norte,3308,Abarrotes,GRANDE,500366616,761.94,0,5,159
Norte,3308,Abarrotes,MEDIANO,510151645,365.61,30,0,101
Norte,3308,Abarrotes,MEDIANO,500365372,356,45,2,152
Norte,3308,Abarrotes,GRANDE,500366631,511.88,0,3,133
Norte,3308,Abarrotes,MEDIANO,500367108,295.84,0,1,142
Norte,3308,Abarrotes,GRANDE,500370411,840.64,0,5,153
Norte,3308,Abarrotes,MEDIANO,500370610,292.02,0,2,192
Norte,3308,Abarrotes,MEDIANO,500370251,320.21,16,2,134
Norte,3308,Abarrotes,PEQUEÑO,500365319,205.93,0,2,112
Norte,3308,Abarrotes,MEDIANO,500522972,267.04,0,0,59
Norte,3308,Abarrotes,MEDIANO,500370407,859.14,24,3,48
Norte,3308,Abarrotes,MEDIANO,510152060,161.54,40,0,58
Norte,3310,Abarrotes,MEDIANO,500364709,492.25,0,2,57
Norte,3308,Abarrotes,PEQUEÑO,500367894,113.03,37,1,41
Norte,3308,Abarrotes,MEDIANO,500370208,461.58,20,2,11
Norte,3308,Abarrotes,MEDIANO,500370380,640.38,18,3,16
Norte,3308,Abarrotes,MEDIANO,500387980,358.72,24,3,91
Norte,3308,Abarrotes,MEDIANO,500364778,219.51,35,3,179
Norte,3308,Abarrotes,GRANDE,500409422,605.66,32,2,126
Norte,3308,Abarrotes,GRANDE,500367923,384.16,35,2,79
Norte,3308,Abarrotes,PEQUEÑO,500387304,536.72,30,2,89
Norte,3308,Abarrotes,PEQUEÑO,500388370,242.72,36,1,48
Norte,3308,Abarrotes,MEDIANO,500365449,338.48,0,2,64
Norte,3308,Abarrotes,MEDIANO,500439895,428.14,0,4,86
Norte,3308,Abarrotes,PEQUEÑO,500364662,255.5,12,1,84
Norte,3308,Abarrotes,PEQUEÑO,500365226,288.77,0,1,46
Norte,3308,Abarrotes,PEQUEÑO,500370094,184.76,0,2,28
Norte,3308,Abarrotes,MEDIANO,500364639,187.86,36,2,153
Norte,3308,Abarrotes,GRANDE,500370240,719.34,28,4,98
Norte,3308,Abarrotes,PEQUEÑO,500387482,277.99,0,3,189
Norte,3308,Abarrotes,GRANDE,500367493,404.12,32,3,87
Norte,3308,Abarrotes,MEDIANO,500369316,585.58,0,1,153
Norte,3308,Abarrotes,PEQUEÑO,500365371,311.83,0,2,138
Norte,3308,Abarrotes,PEQUEÑO,500387378,332.44,0,4,108
Norte,3308,Abarrotes,GRANDE,510355294,804.46,0,0,59
Norte,3308,Abarrotes,MEDIANO,500368723,622.01,28,0,42
Norte,3310,Abarrotes,MEDIANO,500388567,257.05,56,2,188
Norte,3308,Abarrotes,MEDIANO,510151403,340.65,28,1,127
Norte,3308,Abarrotes,PEQUEÑO,500364749,219.97,0,2,108
Norte,3308,Abarrotes,GRANDE,510151658,420.08,35,0,191
Norte,3308,Abarrotes,GRANDE,500366907,637.01,38,5,162
Norte,3308,Abarrotes,GRANDE,500367298,831.61,60,4,95
Norte,3308,Abarrotes,PEQUEÑO,500365333,234.99,10,2,84
Norte,3308,Abarrotes,PEQUEÑO,500370422,343.7,12,3,53
Norte,3308,Abarrotes,MEDIANO,500387736,514.63,25,3,10
Norte,3308,Abarrotes,MEDIANO,500387413,238.12,0,1,88
Norte,3308,Abarrotes,PEQUEÑO,500364574,692.51,25,5,197
Norte,3308,Abarrotes,MEDIANO,500365896,284.62,15,1,146
Norte,3308,Abarrotes,MEDIANO,500367109,458.07,0,1,180
Norte,3308,Abarrotes,GRANDE,500368788,310.41,60,2,176
Norte,3308,Abarrotes,GRANDE,500369313,533.06,40,1,32
Norte,3308,Abarrotes,MEDIANO,500366170,209.13,0,5,121
Norte,3308,Abarrotes,MEDIANO,500364896,369.28,0,2,30
Norte,3308,Abarrotes,GRANDE,500364791,707.82,0,3,44
Norte,3308,Abarrotes,PEQUEÑO,500370813,217.19,25,3,108
Norte,3308,Abarrotes,MEDIANO,500365797,189.83,0,1,146
Norte,3308,Abarrotes,PEQUEÑO,500365886,154.12,32,1,145
Norte,3308,Abarrotes,GRANDE,500370245,374.73,56,2,61
Norte,3308,Abarrotes,PEQUEÑO,500371268,262.13,80,1,108
Norte,3308,Abarrotes,PEQUEÑO,500369791,178.43,0,3,65
Norte,3310,Abarrotes,MEDIANO,510355643,461.63,0,0,127
Norte,3308,Abarrotes,PEQUEÑO,500387945,399.49,8,1,192
Norte,3308,Abarrotes,GRANDE,500370150,175.4,24,3,32
Norte,3308,Abarrotes,MEDIANO,500387311,333.04,0,3,184
Norte,3308,Abarrotes,MEDIANO,500387329,593.84,0,4,113
Norte,3308,Abarrotes,GRANDE,500366640,823.28,35,3,76
Norte,3308,Abarrotes,GRANDE,500370129,1064.26,72,4,140
Norte,3308,Abarrotes,MEDIANO,500387583,459.63,4,2,68
Norte,3308,Abarrotes,PEQUEÑO,510154146,254.83,28,0,38
Norte,3308,Abarrotes,PEQUEÑO,500364761,175.42,0,1,108
Norte,3308,Abarrotes,GRANDE,500368167,332.87,35,2,136
Norte,3308,Abarrotes,MEDIANO,500367304,325.03,24,1,69
Norte,3308,Abarrotes,PEQUEÑO,500367967,378.62,0,4,166
Norte,3308,Abarrotes,MEDIANO,500369928,311.62,32,1,89
Norte,3308,Abarrotes,MEDIANO,500366882,460.73,30,2,147
Norte,3308,Abarrotes,PEQUEÑO,500387585,248.42,12,1,139
Norte,3308,Abarrotes,GRANDE,510151561,134.06,60,1,154
Norte,3308,Abarrotes,PEQUEÑO,500519830,271.87,0,2,111
Norte,3308,Abarrotes,PEQUEÑO,500365819,276.22,32,2,89
Norte,3308,Abarrotes,MEDIANO,500388027,268.02,28,2,143
Norte,3308,Abarrotes,PEQUEÑO,500365380,365.1,0,1,61
Norte,3308,Abarrotes,PEQUEÑO,500368163,417.9,12,1,139
Norte,3308,Abarrotes,PEQUEÑO,500370038,137.86,25,2,50
Norte,3308,Abarrotes,GRANDE,510151369,1245.5,25,1,75
Norte,3308,Abarrotes,PEQUEÑO,500388084,626.7,48,0,102
Norte,3308,Abarrotes,MEDIANO,500366609,508.13,42,5,58
Norte,3308,Abarrotes,PEQUEÑO,500367393,114.62,40,1,173
Norte,3308,Abarrotes,PEQUEÑO,500387153,144.63,20,1,25
Norte,3308,Abarrotes,PEQUEÑO,500388149,228.42,0,1,44
Norte,3308,Abarrotes,PEQUEÑO,500370282,324.48,0,3,160
Norte,3308,Abarrotes,GRANDE,500386865,204.23,224,2,172
Norte,3308,Abarrotes,PEQUEÑO,500365412,350.72,0,2,52
Norte,3308,Abarrotes,MEDIANO,500365445,422.21,0,2,117
Norte,3308,Abarrotes,MEDIANO,500409715,231.66,28,2,193
Norte,3308,Abarrotes,MEDIANO,500367863,248.24,24,2,136
Norte,3308,Abarrotes,GRANDE,500370133,481.16,28,0,126
Norte,3308,Abarrotes,MEDIANO,500387993,334.33,32,2,117
Norte,3308,Abarrotes,PEQUEÑO,500387691,113.51,100,2,76
Norte,3308,Abarrotes,MEDIANO,510151947,406.23,30,1,188
Norte,3308,Abarrotes,PEQUEÑO,500368889,324.2,28,2,193
Norte,3308,Abarrotes,PEQUEÑO,500370909,158.42,15,2,190
Norte,3308,Abarrotes,MEDIANO,500387778,697.5,0,4,63
Norte,3308,Abarrotes,PEQUEÑO,500370360,289.97,0,3,131
Norte,3308,Abarrotes,GRANDE,500386790,606.52,36,2,88
Norte,3308,Abarrotes,MEDIANO,500387052,311.95,24,3,114
Norte,3308,Abarrotes,PEQUEÑO,500386960,465.19,28,0,200
Norte,3308,Abarrotes,MEDIANO,500367529,361.55,0,3,15
Norte,3308,Abarrotes,PEQUEÑO,510154163,191.03,26,0,124
Norte,3308,Abarrotes,PEQUEÑO,500387794,250.24,224,1,133
Norte,3308,Abarrotes,MEDIANO,500520699,109.04,0,1,40
Norte,3308,Abarrotes,GRANDE,500583361,1160.13,0,2,14
Norte,3308,Abarrotes,PEQUEÑO,500369690,235.87,0,1,21
Norte,3308,Abarrotes,PEQUEÑO,510151792,113.57,0,0,90
Norte,3310,Abarrotes,GRANDE,510355700,674.8,63,0,157
Norte,3308,Abarrotes,PEQUEÑO,500367399,205.74,27,1,117
Norte,3308,Abarrotes,MEDIANO,500367535,446.85,100,3,44
Norte,3308,Abarrotes,GRANDE,510151417,653.77,20,1,59
Norte,3308,Abarrotes,MEDIANO,500367345,474.57,0,3,28
Norte,3308,Abarrotes,GRANDE,500368469,1067.05,40,2,69
Norte,3308,Abarrotes,MEDIANO,500387386,605.76,25,3,24
Norte,3308,Abarrotes,PEQUEÑO,500364593,222.45,0,2,93
Norte,3308,Abarrotes,MEDIANO,500364751,534.51,32,3,163
Norte,3308,Abarrotes,GRANDE,500365454,435.97,0,2,48
Norte,3308,Abarrotes,GRANDE,500370187,250.95,24,2,198
Norte,3308,Abarrotes,PEQUEÑO,500387366,328.9,50,3,37
Norte,3308,Abarrotes,PEQUEÑO,500370211,127.04,25,3,195
Norte,3308,Abarrotes,PEQUEÑO,500370279,291.01,0,1,170
Norte,3308,Abarrotes,PEQUEÑO,500387443,411.84,108,3,182
Norte,3308,Abarrotes,MEDIANO,500367624,450.88,49,3,81
Norte,3308,Abarrotes,MEDIANO,500370109,768.85,36,2,180
Norte,3308,Abarrotes,PEQUEÑO,500368094,144.58,32,2,138
Norte,3308,Abarrotes,GRANDE,500370116,351.37,24,3,87
Norte,3308,Abarrotes,GRANDE,500387745,887.38,30,3,140
Norte,3308,Abarrotes,GRANDE,500443520,648.28,32,3,165
Norte,3308,Abarrotes,PEQUEÑO,500365404,467.12,NA,2,128
Norte,3308,Abarrotes,GRANDE,500366973,577.22,35,3,66
Norte,3308,Abarrotes,GRANDE,500367231,718.32,40,5,196
Norte,3308,Abarrotes,PEQUEÑO,500387391,141.18,24,1,47
Norte,3308,Abarrotes,PEQUEÑO,500370391,266.74,40,1,56
Norte,3308,Abarrotes,MEDIANO,500387076,229.64,94,1,87
Norte,3308,Abarrotes,GRANDE,510485930,427.99,96,0,12
Norte,3308,Abarrotes,MEDIANO,500366477,181.08,16,2,192
Norte,3308,Abarrotes,PEQUEÑO,500367524,499.67,16,3,169
Norte,3308,Abarrotes,PEQUEÑO,500368517,214.49,20,2,177
Norte,3308,Abarrotes,PEQUEÑO,500370095,308.6,12,1,25
Norte,3308,Abarrotes,GRANDE,500388367,652.4,9,2,21
Norte,3308,Abarrotes,PEQUEÑO,500365968,242.97,0,2,162
Norte,3308,Abarrotes,PEQUEÑO,500370627,141.36,16,1,166
Norte,3308,Abarrotes,MEDIANO,500367825,272.33,24,1,149
Norte,3308,Abarrotes,MEDIANO,500370816,65.75,29,1,53
Norte,3308,Abarrotes,MEDIANO,500367270,107.94,16,1,69
Norte,3308,Abarrotes,GRANDE,500387139,260.59,0,2,73
Norte,3308,Abarrotes,PEQUEÑO,510192876,72.95,0,2,140
Norte,3308,Abarrotes,PEQUEÑO,500366588,180.39,0,2,106
Norte,3308,Abarrotes,PEQUEÑO,500388076,295.3,16,2,137
Norte,3308,Abarrotes,PEQUEÑO,500366030,125.05,40,1,171
Norte,3308,Abarrotes,GRANDE,510151644,287.62,24,0,107
Norte,3308,Abarrotes,MEDIANO,510151766,434.98,32,0,179
Norte,3310,Abarrotes,MEDIANO,510355698,356.57,72,0,22
Norte,3308,Abarrotes,MEDIANO,500364734,273.27,0,2,95
Norte,3308,Abarrotes,PEQUEÑO,500369893,252.41,14.2,1,126
Norte,3308,Abarrotes,PEQUEÑO,500364897,302.23,0,3,97
Norte,3308,Abarrotes,MEDIANO,500368088,241.15,24,3,176
Norte,3308,Abarrotes,GRANDE,500365036,488.2,48,2,26
Norte,3308,Abarrotes,PEQUEÑO,500365620,62.52,0,0,172
Norte,3308,Abarrotes,GRANDE,510152063,780.08,36,0,83
Norte,3310,Abarrotes,PEQUEÑO,500364705,330.71,0,3,111
Norte,3308,Abarrotes,PEQUEÑO,500364859,164.13,32,2,123
Norte,3308,Abarrotes,MEDIANO,500367713,98.08,0,1,100
Norte,3308,Abarrotes,PEQUEÑO,500387148,335.07,48,3,33
Norte,3308,Abarrotes,MEDIANO,500364735,234.59,0,3,182
Norte,3308,Abarrotes,MEDIANO,500365078,195.09,0,1,193
Norte,3308,Abarrotes,PEQUEÑO,500370318,199.82,18,2,158
Norte,3308,Abarrotes,MEDIANO,500369872,213.28,60,1,69
Norte,3308,Abarrotes,MEDIANO,500370257,245.47,32,1,30
Norte,3308,Abarrotes,PEQUEÑO,500371046,135.57,0,1,130
Norte,3308,Abarrotes,PEQUEÑO,500366291,188.51,0,2,37
Norte,3308,Tortillería,PEQUEÑO,500370174,344.41,0,1,143
Norte,3308,Tortillería,PEQUEÑO,510153119,394.65,15,0,57
Norte,3308,Panaderia / Pastelería,MEDIANO,500388324,448.68,35,4,16
Norte,3308,Tortillería,PEQUEÑO,500365536,187.34,0,2,125
Norte,3308,Tortillería,PEQUEÑO,500370517,221.34,0,3,174
Norte,3308,Tortillería,PEQUEÑO,510151812,719.35,0,0,139
Norte,3308,Tortillería,PEQUEÑO,500365822,367.64,0,2,113
Norte,3308,Tortillería,PEQUEÑO,500368508,131.93,28,2,123
Norte,3308,Tortillería,PEQUEÑO,500365882,139,0,4,132
Norte,3308,Panaderia / Pastelería,MEDIANO,500387855,211.73,35,2,194
Norte,3308,Farmacia Independiente,MEDIANO,510154037,803.98,0,0,12
Norte,3308,Frutas y Verduras,MEDIANO,500387886,679.23,35,3,31
Norte,3308,Tortillería,PEQUEÑO,500367645,233.74,28,1,184
Norte,3308,Panaderia / Pastelería,MEDIANO,510152908,145.62,27,0,50
Norte,3308,Tortillería,PEQUEÑO,500365233,237.17,24,2,67
Norte,3308,Farmacia Independiente,PEQUEÑO,500371208,58.96,30,1,62
Norte,3308,Tortillería,PEQUEÑO,500365580,227.85,40,0,59
Norte,3308,Tortillería,MEDIANO,500366729,468.6,60,4,125
Norte,3308,Tortillería,PEQUEÑO,500370451,156.68,40,3,113
Norte,3308,Farmacia Independiente,PEQUEÑO,510151745,166.75,60,0,100
Norte,3308,Tortillería,MEDIANO,500366974,483.01,28,3,141
Norte,3308,Panaderia / Pastelería,PEQUEÑO,500367985,258.94,0,2,138
Occidente,3931,Abarrotes,MEDIANO,500133258,374.51,30,3,199
Occidente,3931,Abarrotes,GRANDE,500133028,427.75,32,3,53
Occidente,3935,Abarrotes,PEQUEÑO,500141111,184.42,24,0,48
Occidente,3931,Abarrotes,PEQUEÑO,500134659,182.68,9,2,108
Occidente,3933,Abarrotes,PEQUEÑO,500131930,130.16,0,1,53
Occidente,3931,Abarrotes,MEDIANO,500136679,262.97,35,4,199
Occidente,3931,Abarrotes,GRANDE,500135068,317.12,30,2,109
Occidente,3931,Abarrotes,PEQUEÑO,500132825,291.22,16,2,36
Occidente,3931,Abarrotes,GRANDE,500136578,382.8,32,2,120
Occidente,3931,Abarrotes,GRANDE,500136125,721,36,3,129
Occidente,3931,Abarrotes,PEQUEÑO,500144868,302.97,32,2,28
Occidente,3931,Abarrotes,MEDIANO,500135590,398.79,12,2,35
Occidente,3933,Abarrotes,GRANDE,500140462,201.26,24,2,97
Occidente,3931,Abarrotes,MEDIANO,500133212,365.37,48,4,64
Occidente,3931,Abarrotes,MEDIANO,500411331,310.5,20,1,159
Occidente,3931,Abarrotes,MEDIANO,500135473,275.17,0,3,136
Occidente,3931,Abarrotes,PEQUEÑO,500135062,265.03,24,4,33
Occidente,3931,Abarrotes,PEQUEÑO,500137141,146.44,8,1,92
Occidente,3931,Abarrotes,GRANDE,500138744,749.57,20,2,171
Occidente,3931,Abarrotes,GRANDE,500134415,370.53,40,4,62
Occidente,3931,Abarrotes,MEDIANO,500137547,109.1,25,1,30
Occidente,3931,Abarrotes,MEDIANO,500135596,463.62,30,2,126
Occidente,3931,Abarrotes,GRANDE,500138032,703.04,18,2,14
Occidente,3935,Abarrotes,MEDIANO,500141201,293.92,32,2,142
Occidente,3931,Abarrotes,GRANDE,500134830,688.19,25,4,137
Occidente,3931,Abarrotes,PEQUEÑO,500131660,271.1,25,2,200
Occidente,3935,Abarrotes,MEDIANO,500140185,345.79,30,2,17
Occidente,3931,Abarrotes,PEQUEÑO,500135824,186.41,32,3,79
Occidente,3931,Abarrotes,MEDIANO,500135007,433.42,48,3,132
Occidente,3933,Abarrotes,PEQUEÑO,500131932,149.27,15,3,55
Occidente,3933,Abarrotes,PEQUEÑO,500140155,113.15,24,2,142
Occidente,3934,Abarrotes,GRANDE,500143155,920.25,49,2,41
Occidente,3931,Abarrotes,MEDIANO,500134948,461.85,0,3,170
Occidente,3931,Abarrotes,PEQUEÑO,500431133,204.93,42,0,48
Occidente,3937,Abarrotes,GRANDE,500143674,811.89,56,2,62
Occidente,3931,Abarrotes,GRANDE,500133251,490.98,96,4,159
Occidente,3931,Abarrotes,MEDIANO,500135526,320.59,48,4,111
Occidente,3937,Abarrotes,MEDIANO,500144245,187.26,15,3,89
Occidente,3935,Abarrotes,MEDIANO,500141313,114.26,12,2,40
Occidente,3931,Abarrotes,GRANDE,500131476,623.33,42,1,190
Occidente,3931,Abarrotes,GRANDE,500134507,442.5,48,4,71
Occidente,3931,Abarrotes,MEDIANO,500136628,217.92,24,1,24
Occidente,3931,Abarrotes,PEQUEÑO,500134764,181.77,25,1,107
Occidente,3937,Abarrotes,PEQUEÑO,500140507,230.72,12,2,114
Occidente,3934,Abarrotes,PEQUEÑO,500607394,167.19,42,0,69
Occidente,3931,Abarrotes,PEQUEÑO,500131253,220.42,25,2,166
Occidente,3931,Abarrotes,PEQUEÑO,500133239,59.43,0,0,135
Occidente,3931,Abarrotes,PEQUEÑO,500137523,139.21,42,1,160
Occidente,3931,Abarrotes,MEDIANO,500136638,233.21,64,2,166
Occidente,3931,Abarrotes,PEQUEÑO,500133338,191.82,0,2,121
Occidente,3933,Abarrotes,MEDIANO,500131929,201.76,0,2,100
Occidente,3937,Abarrotes,MEDIANO,500143670,680.88,48,2,131
Occidente,3931,Abarrotes,MEDIANO,500134882,456.61,0,1,129
Occidente,3931,Abarrotes,GRANDE,500136138,457.88,30,3,138
Occidente,3934,Abarrotes,PEQUEÑO,500141766,167.65,30,3,96
Occidente,3931,Abarrotes,PEQUEÑO,500134270,91.21,30,4,186
Occidente,3931,Abarrotes,PEQUEÑO,500131317,183.56,20,3,45
Occidente,3931,Abarrotes,GRANDE,500134878,333.92,36,2,26
Occidente,3931,Abarrotes,PEQUEÑO,500134266,317.71,20,3,85
Occidente,3934,Abarrotes,PEQUEÑO,500143074,166.32,30,2,199
Occidente,3931,Abarrotes,MEDIANO,500134999,163.12,24,2,113
Occidente,3931,Abarrotes,PEQUEÑO,500136997,162.41,0,3,19
Occidente,3931,Abarrotes,GRANDE,500134634,202.27,25,2,156
Occidente,3932,Abarrotes,PEQUEÑO,500140735,115.42,24,3,126
Occidente,3932,Abarrotes,PEQUEÑO,500140751,226.33,50,3,127
Occidente,3931,Abarrotes,PEQUEÑO,500134027,229.67,35,2,41
Occidente,3934,Abarrotes,GRANDE,500143185,629.03,10,2,54
Occidente,3931,Abarrotes,GRANDE,500135763,388.6,12,4,45
Occidente,3933,Abarrotes,PEQUEÑO,500131943,182.54,9,1,59
Occidente,3932,Abarrotes,PEQUEÑO,500141051,288.45,30,3,75
Occidente,3931,Abarrotes,GRANDE,500132990,689.99,20,5,77
Occidente,3931,Abarrotes,PEQUEÑO,500133252,218.78,24,2,164
Occidente,3931,Abarrotes,MEDIANO,500136657,431.07,70,0,112
Occidente,3931,Abarrotes,PEQUEÑO,500134400,139.32,20,2,149
Occidente,3931,Abarrotes,PEQUEÑO,500136649,291.62,30,4,81
Occidente,3931,Abarrotes,PEQUEÑO,500133920,276.46,25,2,80
Occidente,3931,Abarrotes,PEQUEÑO,500131263,245.71,15,0,55
Occidente,3931,Abarrotes,GRANDE,500136411,128.1,40,3,137
Occidente,3933,Abarrotes,PEQUEÑO,500131937,64.89,25,2,116
Occidente,3931,Abarrotes,MEDIANO,500411182,130.61,9,0,175
Occidente,3931,Abarrotes,MEDIANO,500136586,173.51,24,4,180
Occidente,3931,Abarrotes,MEDIANO,500137063,243.11,16,1,137
Occidente,3931,Abarrotes,MEDIANO,500136747,583.27,36,3,18
Occidente,3937,Abarrotes,PEQUEÑO,500143558,153.93,30,4,80
Occidente,3931,Abarrotes,MEDIANO,500132367,154.75,25,2,190
Occidente,3931,Abarrotes,PEQUEÑO,500412212,226.78,27.2,0,24
Occidente,3931,Abarrotes,PEQUEÑO,500132892,101.52,48,2,47
Occidente,3933,Abarrotes,PEQUEÑO,500131910,221.25,0,3,147
Occidente,3931,Abarrotes,PEQUEÑO,500132984,239.63,25,2,110
Occidente,3937,Abarrotes,PEQUEÑO,500142460,262.31,0,1,154
Occidente,3931,Abarrotes,MEDIANO,500131597,476.76,15,3,190
Occidente,3935,Abarrotes,PEQUEÑO,500140180,270.24,30,3,195
Occidente,3933,Abarrotes,PEQUEÑO,500131936,215.91,9,3,146
Occidente,3937,Abarrotes,PEQUEÑO,500144202,182.47,15,2,175
Occidente,3931,Abarrotes,MEDIANO,500132037,219.76,64,3,10
Occidente,3931,Abarrotes,MEDIANO,500135378,264.24,24,2,176
Occidente,3931,Abarrotes,PEQUEÑO,500133430,182.66,25,0,130
Occidente,3934,Abarrotes,PEQUEÑO,500143205,265.37,25,3,10
Occidente,3937,Abarrotes,PEQUEÑO,500144304,176.44,12,3,115
Occidente,3931,Abarrotes,GRANDE,500135851,460.45,48,3,129
Occidente,3932,Abarrotes,MEDIANO,500140869,353.59,36,3,138
Occidente,3931,Abarrotes,MEDIANO,500136175,275.89,35,4,62
Occidente,3937,Abarrotes,GRANDE,500142433,315.23,0,4,169
Occidente,3931,Abarrotes,MEDIANO,500135515,172.56,12,1,124
Occidente,3933,Abarrotes,PEQUEÑO,500140120,134.32,20,2,105
Occidente,3931,Abarrotes,PEQUEÑO,500136058,374.84,16,2,179
Occidente,3931,Abarrotes,PEQUEÑO,500133071,290.13,20,2,94
Occidente,3931,Abarrotes,PEQUEÑO,500134211,178.57,12,0,179
Occidente,3931,Abarrotes,GRANDE,500136485,473.77,47,4,26
Occidente,3931,Abarrotes,MEDIANO,500134443,268.21,32,2,166
Occidente,3937,Abarrotes,PEQUEÑO,500143600,159.89,0,2,143
Occidente,3931,Abarrotes,GRANDE,500410993,651.7,0,3,83
Occidente,3934,Abarrotes,PEQUEÑO,500143385,201.98,25,2,117
Occidente,3931,Abarrotes,MEDIANO,500412723,442.58,15,2,127
Occidente,3937,Abarrotes,PEQUEÑO,500142907,199.44,36,1,157
Occidente,3931,Abarrotes,MEDIANO,500134214,348.94,25,3,107
Occidente,3934,Abarrotes,PEQUEÑO,500143411,320.05,24,3,151
Occidente,3931,Abarrotes,MEDIANO,500135376,134.39,48,2,85
Occidente,3931,Abarrotes,PEQUEÑO,500133807,164.8,35,1,149
Occidente,3931,Frutas y Verduras,PEQUEÑO,500412090,129.76,25,0,36
Occidente,3931,Frutas y Verduras,MEDIANO,500136533,254.12,20,3,60
Occidente,3931,Tortillería,MEDIANO,510195040,305.75,36,0,108
Occidente,3931,Frutas y Verduras,GRANDE,500136771,524.83,12,2,183
Occidente,3931,Frutas y Verduras,MEDIANO,500384138,360.11,35,3,178
Occidente,3931,Tortillería,PEQUEÑO,500136289,337.97,25,2,38
Occidente,3931,Tortillería,PEQUEÑO,500411582,239.51,36,0,130
Occidente,3935,Frutas y Verduras,MEDIANO,500141700,224.54,0,2,98
Occidente,3936,Frutas y Verduras,PEQUEÑO,500141900,201.52,24,2,102
Occidente,3931,Frutas y Verduras,MEDIANO,500135020,176.17,48,2,186
Occidente,3931,Frutas y Verduras,PEQUEÑO,500134382,212.6,64,1,170
Occidente,3931,Frutas y Verduras,PEQUEÑO,500136036,153.03,108,2,110
Occidente,3931,Frutas y Verduras,PEQUEÑO,500425437,167.08,36,0,96
